id,category_id,en,pronunciation_si,meaning_si,level
could-i-get-a-receipt-for,s-banking-money,Could I get a receipt for the deposit?,කුඩ් අයි ගෙට් අ රිසීට් ෆෝ ද ඩිපොසිට්?,තැන්පතු මුදලට receipt එකක් දෙන්න පුළුවන්ද?,intermediate
is-there-a-city-tax-to,s-banking-money,Is there a city tax to pay separately?,ඉස් දෙයාර් අ සිටි ටැක්ස් ටු පේ සෙපරට්ලි?,නගර බද්ද වෙනම ගෙවන්න තියෙනවද?,intermediate
is-that-tax-per-person-or,s-home,Is that tax per person or per room?,ඉස් දැට් ටැක්ස් පර් පර්සන් ඕර් පර් රූම්?,"ඒ බද්ද එක් කෙනෙකුටද, කාමරයකටද?",intermediate
could-you-explain-all-the-charges,s-making-requests,Could you explain all the charges?,කුඩ් යූ එක්ස්ප්ලේන් ඕල් ද චාර්ජස්?,හැම ගාස්තුවක්ම පැහැදිලි කරන්න පුළුවන්ද?,intermediate
i-dont-recognize-this-charge-on,s-banking-money,I don't recognize this charge on the bill.,අයි ඩෝන්ට් රෙකග්නයිස් දිස් චාර්ජ් ඔන් ද බිල්.,මේ bill එකේ තියෙන මේ ගාස්තුව මට තේරෙන්නේ නැහැ.,intermediate
i-didnt-use-the-minibar,s-everyday-conversations,I didn't use the minibar.,අයි ඩිඩන්ට් යූස් ද මිනිබාර්.,මම minibar එකේ කිසි දෙයක් ගත්තේ නැහැ.,beginner
could-you-remove-that-charge,s-making-requests,Could you remove that charge?,කුඩ් යූ රිමූව් දැට් චාර්ජ්?,ඒ ගාස්තුව අයින් කරන්න පුළුවන්ද?,beginner
i-think-ive-been-charged-twice,s-restaurants-food,I think I've been charged twice for breakfast.,අයි තින්ක් අයිව් බීන් චාර්ජ්ඩ් ට්වයිස් ෆෝ බ්‍රෙක්ෆස්ට්.,breakfast එකට දෙපාරක් ගාස්තුව දාලා වගේ.,intermediate
could-you-check-the-bill-again,s-banking-money,Could you check the bill again?,කුඩ් යූ චෙක් ද බිල් අගේන්?,bill එක ආයෙත් බලන්න පුළුවන්ද?,intermediate
can-you-email-me-the-final,s-technology,Can you email me the final invoice?,කැන් යූ ඊමේල් මී ද ෆයිනල් ඉන්වොයිස්?,අවසාන බිල්පත ඊමේල් කරන්න පුළුවන්ද?,intermediate
i-need-an-itemized-bill,s-banking-money,I need an itemized bill.,අයි නීඩ් ඇන් අයිටමයිස්ඩ් බිල්.,එක් එක් ගාස්තුව වෙන වෙනම පෙන්නන bill එකක් ඕන.,beginner
could-you-add-my-company-name,s-business,Could you add my company name to the invoice?,කුඩ් යූ ඇඩ් මයි කම්පනි නේම් ටු දි ඉන්වොයිස්?,බිල්පතට මගේ සමාගමේ නම එකතු කරන්න පුළුවන්ද?,intermediate
is-there-a-luggage-scale-in,s-airport,Is there a luggage scale in the hotel?,ඉස් දෙයාර් අ ලගේජ් ස්කේල් ඉන් ද හෝටෙල්?,hotel එකේ luggage weigh කරන්න scale එකක් තියෙනවද?,intermediate
could-i-borrow-a-luggage-scale,s-airport,Could I borrow a luggage scale?,කුඩ් අයි බොරෝ අ ලගේජ් ස්කේල්?,luggage scale එකක් ටිකකට ඉල්ලගන්න පුළුවන්ද?,intermediate
i-need-to-repack-my-suitcase,s-everyday-conversations,I need to repack my suitcase.,අයි නීඩ් ටු රීපැක් මයි සූට්කේස්.,suitcase එක ආයෙත් අසුරගන්න ඕන.,intermediate
could-you-provide-some-tape,s-making-requests,Could you provide some tape?,කුඩ් යූ ප්‍රොවයිඩ් සම් ටේප්?,tape ටිකක් දෙන්න පුළුවන්ද?,beginner
do-you-have-a-box-i,s-asking-questions,Do you have a box I could use?,ඩූ යූ හැව් අ බොක්ස් අයි කුඩ් යූස්?,පාවිච්චි කරන්න box එකක් තියෙනවද?,intermediate
can-the-hotel-arrange-shipping,s-hotel,Can the hotel arrange shipping?,කැන් ද හෝටෙල් අරේන්ජ් ෂිපින්?,බඩුවක් යවන්න hotel එකෙන් සූදානම් කරලා දෙන්න පුළුවන්ද?,beginner
i-bought-too-many-souvenirs,s-shopping,I bought too many souvenirs.,අයි බෝට් ටූ මෙනි සූවනියර්ස්.,මම ගොඩක් මතක සටහන් බඩු අරගෙන.,beginner
they-wont-all-fit-in-my,s-shopping,They won't all fit in my suitcase.,දේ වෝන්ට් ඕල් ෆිට් ඉන් මයි සූට්කේස්.,ඒවා ඔක්කොම suitcase එකට දාගන්න බැහැ.,intermediate
can-i-send-a-parcel-home,s-home,Can I send a parcel home from here?,කැන් අයි සෙන්ඩ් අ පාර්සල් හෝම් ෆ්‍රම් හියර්?,මෙතනින් ගෙදරට parcel එකක් යවන්න පුළුවන්ද?,intermediate
where-is-the-nearest-post-office,s-giving-directions,Where is the nearest post office?,වෙයාර් ඉස් ද නියරස්ට් පෝස්ට් ඔෆිස්?,ළඟම තැපැල් කාර්යාලය කොහෙද?,intermediate
id-like-some-advice-on-what,s-everyday-conversations,I'd like some advice on what to see today.,අයිඩ් ලයික් සම් ඇඩ්වයිස් ඔන් වට් ටු සී ටුඩේ.,අද බලන්න හොඳ තැන් ගැන උපදෙස් ටිකක් ඕන.,intermediate
i-only-have-half-a-day,s-everyday-conversations,I only have half a day free.,අයි ඕන්ලි හැව් හාෆ් අ ඩේ ෆ්‍රී.,මට නිදහස් වෙලාව තියෙන්නේ දවසෙන් බාගයක් විතරයි.,intermediate
what-can-i-realistically-see-in,s-asking-questions,What can I realistically see in four hours?,වට් කැන් අයි රියලිස්ටිකලි සී ඉන් ෆෝර් අවර්ස්?,පැය හතරකින් ඇත්තටම බලන්න පුළුවන් තැන් මොනවද?,intermediate
i-dont-want-to-rush-from,s-everyday-conversations,I don't want to rush from place to place.,අයි ඩෝන්ට් වොන්ට් ටු රෂ් ෆ්‍රම් ප්ලේස් ටු ප්ලේස්.,තැනින් තැනට හදිස්සියෙන් දුවන්න මට ඕන නැහැ.,intermediate
id-rather-see-fewer-places-properly,s-everyday-conversations,I'd rather see fewer places properly.,අයිඩ් රාදර් සී ෆියුවර් ප්ලේසස් ප්‍රොපර්ලි.,තැන් ගොඩක් බලනවට වඩා ටිකක් හොඳට බලන්න මම කැමතියි.,intermediate
whats-within-walking-distance-from-here,s-asking-questions,What's within walking distance from here?,වට්ස් විදින් වෝකින් ඩිස්ටන්ස් ෆ්‍රම් හියර්?,මෙතනින් පයින් යන්න පුළුවන් දුරේ මොනවද තියෙන්නේ?,intermediate
is-there-a-walking-route-you,s-transportation,Is there a walking route you recommend?,ඉස් දෙයාර් අ වෝකින් රූට් යූ රෙකමෙන්ඩ්?,ඔයා යෝජනා කරන පයින් යන මාර්ගයක් තියෙනවද?,intermediate
could-you-mark-the-route-on,s-transportation,Could you mark the route on the map?,කුඩ් යූ මාර්ක් ද රූට් ඔන් ද මැප්?,map එකේ පාර සලකුණු කරලා දෙන්න පුළුවන්ද?,intermediate
which-attractions-are-close-to-each,s-everyday-conversations,Which attractions are close to each other?,විච් ඇට්‍රැක්ෂන්ස් ආර් ක්ලෝස් ටු ඊච් අදර්?,එකිනෙකට ළඟ සංචාරක තැන් මොනවද?,intermediate
can-i-visit-these-places-in,s-travel,Can I visit these places in one morning?,කැන් අයි විසිට් දීස් ප්ලේසස් ඉන් වන් මෝනින්?,මේ තැන් ටික එක උදේක බලන්න පුළුවන්ද?,intermediate
which-place-gets-crowded-first,s-everyday-conversations,Which place gets crowded first?,විච් ප්ලේස් ගෙට්ස් ක්‍රවුඩඩ් ෆර්ස්ට්?,මුලින්ම සෙනඟ වැඩි වෙන්නේ මොන තැනටද?,beginner
which-attraction-should-i-visit-early,s-travel,Which attraction should I visit early?,විච් ඇට්‍රැක්ෂන් ෂුඩ් අයි විසිට් අර්ලි?,උදේම යන්න හොඳම තැන මොකක්ද?,intermediate
which-place-is-better-in-the,s-everyday-conversations,Which place is better in the evening?,විච් ප්ලේස් ඉස් බෙටර් ඉන් දි ඊවිනින්?,හවසට බලන්න හොඳ තැන මොකක්ද?,intermediate
